1	2.779589	0.343871	-0.268866	0.347678	-0.269235	0.109138	0.379684	0.187279	0.468325	0.410628	0.401951	0.435308	-0.125463	0.009686	-0.244474	-0.147464	-0.533898	-0.143349	-0.489650	0.414611	-0.136190	0.067400	-0.430296	-0.624752	-0.422456	0.226029	0.084770	0.139622	0.009980	0.122676	0.059132	-0.152305	-0.054361	0.372484	-0.230075	-0.395397	
2	2.438663	0.346853	-0.277027	0.348565	-0.248272	0.144810	0.327117	0.189004	0.505779	0.409092	0.381492	0.440315	-0.028378	0.074130	-0.290688	-0.153904	-0.680688	-0.118252	-0.504923	0.411982	-0.206447	0.019547	-0.483597	-0.685980	-0.458458	0.175387	0.035795	0.191846	-0.032377	0.028731	0.016377	-0.203368	-0.101333	0.540922	-0.259766	-0.490349	
3	2.199108	0.345653	-0.285904	0.348959	-0.227156	0.151684	0.256757	0.188059	0.545592	0.397829	0.362737	0.443805	0.068776	0.108893	-0.374472	-0.161643	-0.820932	-0.103920	-0.536039	0.409034	-0.273786	0.013354	-0.510459	-0.712265	-0.466078	0.149196	0.017688	0.303860	-0.057135	-0.065672	0.010624	-0.231724	-0.118504	0.720038	-0.305501	-0.597051	
4	1.968646	0.343034	-0.285831	0.348952	-0.208483	0.147580	0.227371	0.184789	0.581478	0.383823	0.375249	0.446254	0.153936	0.130097	-0.453879	-0.170968	-0.940633	-0.094712	-0.568897	0.405651	-0.331607	0.027422	-0.525436	-0.730925	-0.457481	0.134197	0.006718	0.434921	-0.087168	-0.158176	0.023184	-0.250130	-0.129385	0.887230	-0.356381	-0.699859	
5	1.790776	0.340576	-0.279408	0.348766	-0.193900	0.142081	0.232117	0.180540	0.607267	0.371391	0.407740	0.448309	0.220871	0.145286	-0.515909	-0.180861	-1.038210	-0.088084	-0.597067	0.402170	-0.378692	0.041369	-0.534490	-0.752310	-0.449223	0.124596	-0.006553	0.551923	-0.120626	-0.235969	0.036181	-0.263847	-0.142744	1.032682	-0.405492	-0.789431	
6	1.664688	0.338745	-0.272088	0.348492	-0.182625	0.138236	0.244174	0.176017	0.626291	0.361689	0.441752	0.450130	0.272682	0.157356	-0.568271	-0.190473	-1.114858	-0.083016	-0.621717	0.398893	-0.415795	0.049452	-0.540477	-0.777041	-0.445863	0.117622	-0.022863	0.650756	-0.151107	-0.301276	0.044527	-0.275326	-0.158944	1.154668	-0.450153	-0.864033	
7	1.576982	0.337523	-0.265343	0.348189	-0.173737	0.136348	0.256508	0.171660	0.641229	0.354450	0.472282	0.451824	0.313328	0.167443	-0.612734	-0.199315	-1.174632	-0.079028	-0.643030	0.395984	-0.444965	0.052701	-0.544803	-0.803730	-0.446335	0.111954	-0.041097	0.733625	-0.176811	-0.357063	0.048986	-0.285696	-0.176690	1.255941	-0.489261	-0.925888	
8	1.515326	0.336798	-0.259337	0.347893	-0.166576	0.136154	0.268142	0.167685	0.653383	0.349176	0.498870	0.453464	0.345855	0.176185	-0.650128	-0.207215	-1.221892	-0.075809	-0.661291	0.393487	-0.468287	0.052757	-0.548084	-0.831008	-0.449193	0.107037	-0.060109	0.803598	-0.197521	-0.405924	0.050873	-0.295397	-0.194781	1.340590	-0.522746	-0.978083	
9	1.470729	0.336464	-0.253962	0.347618	-0.160690	0.137332	0.279227	0.164140	0.663469	0.345427	0.522054	0.455084	0.372439	0.183989	-0.681418	-0.214197	-1.260065	-0.073145	-0.676954	0.391379	-0.487370	0.050766	-0.550567	-0.857948	-0.453487	0.102681	-0.079115	0.863397	-0.213492	-0.449988	0.051101	-0.304563	-0.212448	1.412333	-0.551152	-1.023245	
10	1.437323	0.336435	-0.249063	0.347361	-0.155766	0.139600	0.290114	0.160975	0.671907	0.342859	0.542505	0.456684	0.394588	0.191123	-0.707516	-0.220374	-1.291636	-0.070886	-0.690474	0.389605	-0.503369	0.047418	-0.552339	-0.884032	-0.458671	0.098851	-0.097670	0.915156	-0.225072	-0.490909	0.050219	-0.313217	-0.229287	1.474103	-0.575288	-1.063288	
