1	3.328853	0.352588	-0.465805	-0.021976	-0.148483	0.074473	-0.470730	0.419312	-0.007195	0.160148	-0.037893	0.108576	0.079331	0.252462	-0.124928	0.015209	-0.143847	0.389301	-0.108193	0.118064	
2	2.877784	0.357943	-0.469608	0.008064	-0.175296	0.088808	-0.477668	0.440487	-0.039221	0.166591	-0.049258	0.057893	-0.106735	0.124975	-0.237258	-0.104789	-0.187721	0.436486	0.063840	0.226514	
3	2.730195	0.359499	-0.472141	0.018538	-0.192377	0.091285	-0.482627	0.453226	-0.058364	0.171066	-0.055948	0.044342	-0.205685	0.050690	-0.311676	-0.162307	-0.200401	0.452124	0.157925	0.288465	
4	2.683669	0.356390	-0.473505	0.005669	-0.201690	0.078205	-0.484914	0.458647	-0.069544	0.174205	-0.059842	0.047798	-0.261051	0.003167	-0.371904	-0.184459	-0.192172	0.452557	0.211606	0.326415	
5	2.659638	0.347862	-0.474351	-0.033023	-0.207357	0.045969	-0.486110	0.460096	-0.076611	0.177593	-0.062257	0.059301	-0.296166	-0.032362	-0.435091	-0.185658	-0.166196	0.445635	0.246196	0.353496	
6	2.627726	0.331754	-0.475168	-0.104845	-0.212241	-0.014870	-0.487574	0.465122	-0.081658	0.185065	-0.063863	0.073227	-0.323383	-0.064693	-0.520173	-0.169750	-0.116827	0.436467	0.273232	0.377755	
7	2.561714	0.309754	-0.476350	-0.190989	-0.218549	-0.102952	-0.490438	0.504645	-0.086109	0.208922	-0.065104	0.081104	-0.349363	-0.097528	-0.646056	-0.134598	-0.031724	0.432906	0.299009	0.402685	
8	2.449105	0.288348	-0.477744	-0.253346	-0.225545	-0.197049	-0.494191	0.601601	-0.089804	0.256752	-0.065969	0.082346	-0.372889	-0.126243	-0.804932	-0.082036	0.089004	0.435330	0.322421	0.424057	
9	2.295635	0.267420	-0.479000	-0.302955	-0.231410	-0.292551	-0.497735	0.725856	-0.091933	0.316181	-0.066245	0.085691	-0.391426	-0.147599	-0.978666	-0.016263	0.233045	0.435285	0.341119	0.438865	
10	2.123911	0.247902	-0.480114	-0.345277	-0.236238	-0.382026	-0.501016	0.850233	-0.092792	0.375547	-0.066057	0.091583	-0.405282	-0.163527	-1.151754	0.057868	0.385972	0.432265	0.355455	0.448933	
11	1.963619	0.230865	-0.481174	-0.380695	-0.240652	-0.459743	-0.504237	0.960745	-0.093059	0.428582	-0.065652	0.097420	-0.415589	-0.177614	-1.312508	0.134709	0.534251	0.428769	0.366551	0.457677	
12	1.831310	0.216485	-0.482232	-0.410196	-0.245065	-0.524741	-0.507498	1.053249	-0.093267	0.473434	-0.065232	0.101546	-0.423505	-0.192534	-1.455959	0.209520	0.669487	0.426463	0.375521	0.467639	
13	1.728897	0.204467	-0.483297	-0.434964	-0.249609	-0.578490	-0.510789	1.128854	-0.093679	0.510616	-0.064901	0.103581	-0.429956	-0.209258	-1.581983	0.279209	0.788855	0.425811	0.383234	0.479724	
14	1.651416	0.194395	-0.484361	-0.456018	-0.254261	-0.623074	-0.514057	1.190378	-0.094368	0.541409	-0.064690	0.103772	-0.435566	-0.227616	-1.692540	0.342210	0.893013	0.426664	0.390264	0.493731	
15	1.592727	0.185882	-0.485410	-0.474150	-0.258952	-0.660415	-0.517256	1.240699	-0.095312	0.567126	-0.064593	0.102516	-0.440692	-0.247022	-1.790054	0.398046	0.984076	0.428712	0.396922	0.509055	
16	1.547682	0.178608	-0.486434	-0.489971	-0.263611	-0.692075	-0.520350	1.282216	-0.096457	0.588865	-0.064592	0.100163	-0.445491	-0.266873	-1.876761	0.446884	1.064442	0.431669	0.403333	0.525079	
17	1.512469	0.172321	-0.487424	-0.503949	-0.268184	-0.719264	-0.523320	1.316797	-0.097747	0.607490	-0.064663	0.096975	-0.450003	-0.286697	-1.954538	0.489224	1.136290	0.435318	0.409512	0.541312	
18	1.484388	0.166825	-0.488377	-0.516449	-0.272634	-0.742905	-0.526157	1.345857	-0.099132	0.623659	-0.064789	0.093133	-0.454205	-0.306170	-2.024900	0.525695	1.201429	0.439513	0.415418	0.557411	
19	1.461544	0.161969	-0.489291	-0.527752	-0.276940	-0.763703	-0.528860	1.370464	-0.100573	0.637873	-0.064952	0.088759	-0.458054	-0.325088	-2.089058	0.556942	1.261304	0.444155	0.420994	0.573154	
20	1.442599	0.157635	-0.490166	-0.538077	-0.281091	-0.782198	-0.531433	1.391433	-0.102041	0.650518	-0.065142	0.083931	-0.461503	-0.343339	-2.147981	0.583575	1.317052	0.449183	0.426183	0.588411	
21	1.426600	0.153732	-0.491005	-0.547590	-0.285086	-0.798808	-0.533883	1.409392	-0.103518	0.661894	-0.065348	0.078698	-0.464517	-0.360870	-2.202450	0.606137	1.369557	0.454561	0.430941	0.603113	
22	1.412856	0.150188	-0.491808	-0.556420	-0.288928	-0.813859	-0.536219	1.424833	-0.104988	0.672236	-0.065566	0.073091	-0.467070	-0.377671	-2.253095	0.625108	1.419510	0.460267	0.435236	0.617234	
