1	1.738328	-0.454424	0.436815	-0.211096	-0.277692	0.408703	-0.327428	-0.486424	0.251557	-0.050131	0.334528	0.406636	-0.388535	0.360329	0.290056	-0.119388	0.099993	0.038494	-0.164754	-0.202990	0.186428	0.332005	-0.240112	-0.006590	0.022898	-0.120821	-0.512155	0.101350	0.535406	0.090480	-0.387744	-0.088484	-0.475562	-0.036367	-0.234582	-0.531645	0.008255	0.413497	-0.098473	0.245309	-0.058026	0.220875	0.267362	-0.380442	-0.404105	0.297186	0.538717	-0.034491	0.175072	0.440887	-0.400656	-0.116430	-0.072046	0.289453	0.000264	-0.011349	-0.214426	-0.310402	-0.387243	-0.466418	-0.172678	0.000967	-0.023157	-0.216484	0.145292	0.468496	0.122612	0.329747	0.230466	0.432500	-0.394350	0.397491	-0.258683	-0.039327	-0.489958	0.164164	-0.073508	-0.269446	0.040368	0.351100	-0.433298	0.574004	0.028708	-0.547807	0.448260	0.508034	0.005166	-0.115819	0.204616	-0.277822	-0.148842	-0.071547	0.170596	0.282736	-0.440600	-0.395909	-0.083085	-0.192185	0.392093	0.033168	-0.080519	0.026696	0.153338	-0.079799	0.371585	0.069568	-0.085706	0.139046	0.045110	-0.415940	-0.273108	0.209426	-0.455505	-0.338861	0.398326	-0.343610	-0.218506	0.045118	0.024030	0.093197	-0.461487	0.363682	-0.677762	-0.463365	-0.153967	0.635523	-0.030828	-0.271463	0.162645	-0.346235	0.360602	0.323802	0.266771	0.346575	-0.142820	0.007244	0.019948	-0.249288	-0.506482	-0.192476	0.534496	0.036265	0.057945	0.374756	-0.572873	-0.240383	-0.325427	
2	1.114037	-0.514856	0.542132	-0.260962	-0.368523	0.412482	-0.277673	-0.486794	0.304829	-0.229990	0.351375	0.592606	-0.389557	0.412895	0.194067	-0.057840	0.193241	0.034863	-0.217929	-0.201829	0.136702	0.380272	-0.252844	-0.110934	0.020483	-0.045888	-0.644799	0.185930	0.665915	0.084194	-0.463890	-0.086994	-0.542118	0.058308	-0.251347	-0.687678	0.005224	0.486561	-0.228276	0.327886	0.069839	0.214869	0.193033	-0.378995	-0.469413	0.387293	0.521842	-0.186565	0.172316	0.493060	-0.492960	-0.055047	0.023140	0.285344	-0.054984	-0.010086	-0.262481	-0.244769	-0.398675	-0.570619	-0.175564	0.040127	-0.091665	-0.170748	0.213871	0.464637	0.082022	0.330676	0.196395	0.464584	-0.402753	0.323170	-0.259936	0.043603	-0.635383	0.257508	0.073326	-0.275154	-0.043576	0.352685	-0.508872	0.677015	0.009470	-0.718413	0.443800	0.552184	-0.074404	-0.063314	0.284198	-0.280527	-0.194110	-0.070468	0.127560	0.326975	-0.451353	-0.481184	-0.085555	-0.124838	0.273044	0.106845	0.033899	0.021288	0.087815	-0.078325	0.310664	0.151547	-0.101934	-0.000775	0.043503	-0.394764	-0.307303	0.232412	-0.420060	-0.341386	0.377302	-0.343148	-0.234873	0.061514	0.019437	0.055651	-0.461322	0.551528	-0.864942	-0.674093	0.061586	0.892827	-0.289855	-0.370863	0.262286	-0.502064	0.519046	0.324789	0.264267	0.348200	-0.147424	-0.001272	0.029383	-0.054534	-0.702005	-0.428605	0.773005	0.182833	-0.090562	0.697907	-0.901565	-0.319542	-0.243576	
3	0.657373	-0.596662	0.672203	-0.318795	-0.474546	0.420401	-0.232340	-0.490296	0.371997	-0.404644	0.382678	0.792579	-0.401577	0.454865	0.129683	-0.015389	0.250346	0.032863	-0.243241	-0.199191	0.093151	0.409512	-0.272409	-0.176350	0.026452	0.012437	-0.729933	0.240790	0.742513	0.080260	-0.498935	-0.083664	-0.597035	0.118240	-0.276923	-0.782679	0.013765	0.543369	-0.312377	0.381853	0.145930	0.211091	0.158437	-0.375697	-0.523585	0.444461	0.496314	-0.280059	0.180771	0.527494	-0.541945	-0.019932	0.072062	0.283587	-0.077105	-0.007876	-0.297195	-0.210555	-0.414377	-0.621122	-0.170890	0.065592	-0.127123	-0.144574	0.246952	0.462883	0.066243	0.332313	0.171524	0.476172	-0.414190	0.289053	-0.255884	0.108806	-0.729364	0.318756	0.162647	-0.278485	-0.082769	0.356519	-0.571760	0.742432	-0.019541	-0.822892	0.452448	0.580328	-0.116184	-0.033064	0.323570	-0.281324	-0.211713	-0.068499	0.096251	0.346030	-0.464983	-0.520074	-0.081875	-0.069559	0.190078	0.157779	0.106297	0.017574	0.055276	-0.075079	0.257316	0.206956	-0.126005	-0.093388	0.051742	-0.378541	-0.328076	0.247200	-0.399302	-0.342915	0.367655	-0.342262	-0.248492	0.070771	0.012587	0.033634	-0.458604	0.713977	-1.009958	-0.816970	0.211816	1.077317	-0.480033	-0.463230	0.356286	-0.635131	0.657510	0.344684	0.247697	0.362228	-0.168246	-0.022428	0.046118	0.076119	-0.836794	-0.582015	0.936280	0.268749	-0.180819	0.921590	-1.135669	-0.375917	-0.187640	
4	0.448926	-0.659213	0.766501	-0.361970	-0.552716	0.426875	-0.202823	-0.493938	0.424064	-0.526300	0.408518	0.929912	-0.412673	0.488247	0.080090	0.016343	0.291652	0.030371	-0.259712	-0.196453	0.059167	0.435266	-0.289613	-0.229714	0.033652	0.050259	-0.782196	0.274823	0.787549	0.076896	-0.517624	-0.080700	-0.632383	0.155876	-0.295566	-0.841264	0.021976	0.581192	-0.365875	0.416262	0.192343	0.207757	0.139383	-0.372701	-0.559481	0.481710	0.477150	-0.340075	0.189087	0.545933	-0.566273	-0.001171	0.096285	0.282301	-0.087063	-0.006178	-0.316097	-0.193375	-0.424254	-0.645517	-0.166837	0.080920	-0.147278	-0.129261	0.264413	0.461418	0.058470	0.333690	0.156552	0.481844	-0.422094	0.269251	-0.252070	0.151903	-0.788060	0.357480	0.216992	-0.281544	-0.104055	0.360024	-0.613084	0.784020	-0.041112	-0.888421	0.461156	0.597357	-0.140391	-0.015024	0.345183	-0.282172	-0.220548	-0.066860	0.076947	0.356731	-0.474508	-0.542699	-0.078188	-0.031197	0.134748	0.191529	0.152194	0.014248	0.036596	-0.072082	0.220296	0.244627	-0.144589	-0.155699	0.059935	-0.365682	-0.344351	0.258169	-0.384269	-0.344341	0.361413	-0.341359	-0.259299	0.079713	0.006548	0.014931	-0.455734	0.812103	-1.096801	-0.908106	0.308272	1.194138	-0.601175	-0.527018	0.421799	-0.724367	0.750831	0.360302	0.233995	0.374833	-0.185529	-0.035284	0.056222	0.157993	-0.921887	-0.684153	1.045007	0.321264	-0.236472	1.064347	-1.285727	-0.410766	-0.152836	
5	0.356694	-0.705753	0.833929	-0.394100	-0.609676	0.431903	-0.182437	-0.496898	0.462913	-0.612590	0.428383	1.024872	-0.421568	0.516179	0.038697	0.041810	0.325033	0.027781	-0.272208	-0.194043	0.031315	0.459408	-0.304327	-0.276544	0.040442	0.075312	-0.816145	0.296970	0.816173	0.074283	-0.528936	-0.078551	-0.655608	0.180837	-0.308453	-0.879717	0.028213	0.607293	-0.402363	0.439554	0.223350	0.205056	0.127338	-0.370448	-0.584084	0.507722	0.463329	-0.381633	0.195646	0.555473	-0.578350	0.008946	0.108579	0.281511	-0.091919	-0.005141	-0.326135	-0.184948	-0.429922	-0.657139	-0.164258	0.090545	-0.159912	-0.119744	0.274695	0.460284	0.054048	0.334655	0.147169	0.484887	-0.427330	0.256334	-0.249230	0.181028	-0.826942	0.383174	0.252532	-0.284013	-0.117166	0.362622	-0.640824	0.811977	-0.056374	-0.932278	0.467930	0.608595	-0.156406	-0.003238	0.358907	-0.282922	-0.225860	-0.065675	0.064136	0.363948	-0.481149	-0.558275	-0.075312	-0.004244	0.096192	0.214755	0.183268	0.011544	0.024593	-0.069805	0.194323	0.271342	-0.158154	-0.199679	0.066447	-0.354425	-0.359002	0.267402	-0.371441	-0.345698	0.356466	-0.340533	-0.268796	0.089132	0.001120	-0.002848	-0.453036	0.876497	-1.153414	-0.970342	0.374175	1.272665	-0.682612	-0.572064	0.468147	-0.786116	0.815379	0.372568	0.222910	0.384284	-0.198215	-0.043004	0.062113	0.212813	-0.978913	-0.756353	1.121537	0.356400	-0.273778	1.161207	-1.387492	-0.433883	-0.129679	
6	0.309763	-0.741994	0.884806	-0.419266	-0.653317	0.435950	-0.167210	-0.499283	0.493136	-0.677686	0.444163	1.094892	-0.428813	0.540608	0.002449	0.063440	0.353796	0.025208	-0.282506	-0.191947	0.007343	0.482279	-0.317229	-0.318914	0.046649	0.092811	-0.839656	0.312307	0.835771	0.072248	-0.536433	-0.077009	-0.671737	0.198359	-0.317645	-0.906577	0.032868	0.626413	-0.429038	0.456428	0.245781	0.202856	0.118952	-0.368760	-0.602013	0.527063	0.452984	-0.412402	0.200761	0.560107	-0.583945	0.014360	0.114660	0.281084	-0.094292	-0.004551	-0.331301	-0.181350	-0.433058	-0.661925	-0.162768	0.096833	-0.168312	-0.113516	0.281160	0.459416	0.051331	0.335318	0.141009	0.486348	-0.430866	0.247491	-0.247181	0.201753	-0.854370	0.401271	0.277424	-0.285984	-0.125991	0.364521	-0.660466	0.831832	-0.067511	-0.963466	0.473081	0.616694	-0.168124	0.005164	0.368647	-0.283569	-0.229462	-0.064805	0.054883	0.369359	-0.486051	-0.570133	-0.073090	0.015511	0.067889	0.231585	0.205657	0.009359	0.016246	-0.068102	0.175266	0.291140	-0.168279	-0.232268	0.071502	-0.343979	-0.372896	0.275763	-0.359623	-0.347024	0.352140	-0.339771	-0.277642	0.098943	-0.003951	-0.020192	-0.450486	0.923032	-1.194137	-1.016093	0.422583	1.329439	-0.741421	-0.605806	0.502853	-0.831568	0.862832	0.382803	0.213490	0.391329	-0.207644	-0.047883	0.065658	0.252363	-1.020021	-0.810813	1.179026	0.381872	-0.300838	1.231830	-1.461601	-0.450434	-0.113085	
7	0.282415	-0.771435	0.925073	-0.439850	-0.688287	0.439328	-0.155165	-0.501248	0.517637	-0.729354	0.457169	1.149396	-0.434891	0.562659	-0.030300	0.082553	0.379558	0.022673	-0.291426	-0.190098	-0.014023	0.504116	-0.328838	-0.358028	0.052352	0.105602	-0.856780	0.323471	0.849955	0.070627	-0.541722	-0.075877	-0.683479	0.211220	-0.324449	-0.926276	0.036403	0.641125	-0.449600	0.469321	0.262978	0.201018	0.112717	-0.367463	-0.615756	0.542154	0.444923	-0.436368	0.204834	0.561853	-0.585804	0.017016	0.117189	0.280911	-0.095303	-0.004244	-0.333604	-0.180628	-0.434636	-0.662729	-0.162013	0.101005	-0.174059	-0.109323	0.285328	0.458746	0.049610	0.335773	0.136865	0.486740	-0.433285	0.241327	-0.245705	0.217176	-0.874701	0.414649	0.295791	-0.287583	-0.132303	0.365938	-0.675027	0.846564	-0.075939	-0.986725	0.477054	0.622946	-0.177340	0.011573	0.376126	-0.284140	-0.232115	-0.064140	0.047738	0.373720	-0.489872	-0.579787	-0.071326	0.030537	0.046233	0.244297	0.222552	0.007567	0.010122	-0.066811	0.160727	0.306339	-0.176062	-0.257370	0.075466	-0.334004	-0.386340	0.283624	-0.348364	-0.348341	0.348171	-0.339059	-0.286108	0.109011	-0.008799	-0.037231	-0.448043	0.959024	-1.225554	-1.051687	0.460206	1.372908	-0.786387	-0.632390	0.530171	-0.866802	0.899574	0.391726	0.205174	0.396725	-0.214894	-0.051053	0.067797	0.282607	-1.051417	-0.854060	1.224514	0.401468	-0.321660	1.286332	-1.518725	-0.462976	-0.100509	
8	0.264728	-0.796154	0.958135	-0.457249	-0.717293	0.442230	-0.145241	-0.502906	0.538161	-0.771959	0.468212	1.193593	-0.440125	0.582984	-0.060485	0.099890	0.403193	0.020173	-0.299395	-0.188444	-0.033516	0.525077	-0.339487	-0.394627	0.057645	0.115270	-0.869712	0.331896	0.860630	0.069307	-0.545615	-0.075027	-0.692328	0.220961	-0.329634	-0.941239	0.039140	0.652865	-0.466072	0.479565	0.276714	0.199446	0.107866	-0.366440	-0.626691	0.554346	0.438435	-0.455734	0.208153	0.561784	-0.585349	0.017937	0.117529	0.280920	-0.095501	-0.004120	-0.334111	-0.181736	-0.435205	-0.661048	-0.161756	0.103737	-0.178004	-0.106492	0.287982	0.458227	0.048528	0.336083	0.134084	0.486354	-0.434931	0.237054	-0.244650	0.229060	-0.890349	0.424905	0.309879	-0.288906	-0.137016	0.367018	-0.686212	0.857866	-0.082515	-1.004713	0.480180	0.628020	-0.184963	0.016710	0.382196	-0.284655	-0.234185	-0.063616	0.041945	0.377409	-0.492980	-0.588008	-0.069882	0.042289	0.029145	0.254196	0.235728	0.006072	0.005461	-0.065813	0.149301	0.318315	-0.182191	-0.277271	0.078623	-0.324350	-0.399444	0.291153	-0.337481	-0.349663	0.344442	-0.338387	-0.294308	0.119221	-0.013488	-0.053990	-0.445680	0.988209	-1.251005	-1.080564	0.490699	1.407654	-0.822279	-0.654165	0.552519	-0.895220	0.929177	0.399737	0.197636	0.400981	-0.220648	-0.053123	0.069038	0.306766	-1.076458	-0.889753	1.261939	0.417206	-0.338384	1.330228	-1.564686	-0.472884	-0.090571	
9	0.252355	-0.817439	0.986055	-0.472325	-0.741998	0.444779	-0.136814	-0.504332	0.555794	-0.808118	0.477809	1.230559	-0.444724	0.601980	-0.088678	0.115896	0.425209	0.017704	-0.306660	-0.186945	-0.051581	0.545269	-0.349391	-0.429184	0.062601	0.122749	-0.879727	0.338417	0.868884	0.068214	-0.548563	-0.074377	-0.699157	0.228494	-0.333670	-0.952882	0.041294	0.662491	-0.479644	0.487940	0.288017	0.198077	0.103967	-0.365616	-0.635636	0.564451	0.433082	-0.471811	0.210910	0.560517	-0.583387	0.017709	0.116443	0.281063	-0.095182	-0.004116	-0.333433	-0.184061	-0.435093	-0.657739	-0.161848	0.105430	-0.180650	-0.104628	0.289567	0.457825	0.047886	0.336289	0.132278	0.485377	-0.436015	0.234187	-0.243910	0.238471	-0.902748	0.432991	0.321010	-0.290021	-0.140647	0.367858	-0.695046	0.866764	-0.087777	-1.019029	0.482684	0.632289	-0.191495	0.020980	0.387316	-0.285129	-0.235868	-0.063190	0.037080	0.380632	-0.495591	-0.595224	-0.068671	0.051675	0.015347	0.262077	0.246255	0.004808	0.001821	-0.065031	0.140124	0.327931	-0.187109	-0.293398	0.081170	-0.314950	-0.412244	0.298429	-0.326898	-0.350992	0.340893	-0.337749	-0.302287	0.129480	-0.018050	-0.070451	-0.443382	1.012693	-1.272363	-1.104743	0.516207	1.436352	-0.851882	-0.672542	0.571353	-0.918848	0.953767	0.407080	0.190676	0.404425	-0.225339	-0.054449	0.069680	0.326711	-1.097100	-0.920087	1.293652	0.430260	-0.352256	1.366755	-1.602894	-0.480967	-0.082459	
10	0.243165	-0.836131	1.010156	-0.485641	-0.763477	0.447057	-0.129494	-0.505577	0.571247	-0.839494	0.486302	1.262229	-0.448833	0.619902	-0.115246	0.130852	0.445925	0.015264	-0.313375	-0.185575	-0.068502	0.564765	-0.358692	-0.462015	0.067275	0.128624	-0.887612	0.343550	0.875381	0.067297	-0.550836	-0.073874	-0.704512	0.234390	-0.336856	-0.962088	0.043008	0.670545	-0.491067	0.494936	0.297527	0.196867	0.100758	-0.364941	-0.643108	0.572986	0.428582	-0.485429	0.213237	0.558432	-0.580408	0.016692	0.114396	0.281309	-0.094521	-0.004194	-0.331944	-0.187219	-0.434507	-0.653333	-0.162188	0.106343	-0.182320	-0.103480	0.290362	0.457519	0.047563	0.336418	0.131199	0.483932	-0.436676	0.232401	-0.243412	0.246090	-0.912810	0.439510	0.330017	-0.290974	-0.143513	0.368524	-0.702179	0.873921	-0.092074	-1.030691	0.484723	0.635979	-0.197234	0.024628	0.391758	-0.285571	-0.237280	-0.062836	0.032884	0.383513	-0.497839	-0.601694	-0.067635	0.059288	0.004007	0.268457	0.254818	0.003727	-0.001077	-0.064411	0.132627	0.335763	-0.191112	-0.306687	0.083247	-0.305780	-0.424741	0.305487	-0.316589	-0.352330	0.337495	-0.337144	-0.310061	0.139712	-0.022495	-0.086583	-0.441144	1.033759	-1.290760	-1.125488	0.538075	1.460669	-0.876932	-0.688414	0.587596	-0.938968	0.974687	0.413906	0.184166	0.407274	-0.229251	-0.055255	0.069912	0.343608	-1.114557	-0.946455	1.321147	0.441358	-0.364050	1.397933	-1.635478	-0.487730	-0.075666	
