1	2.015082	-0.448296	-0.261004	0.125956	-0.264094	-0.013685	-0.332334	-0.597469	-0.022468	-0.763177	-0.560858	0.080434	-0.570300	0.875402	1.051783	-0.378019	0.667280	-0.002769	0.193070	-0.019369	0.299874	0.216213	0.067072	-0.546255	-1.027493	0.402726	0.329990	-0.933069	0.611648	0.687446	0.586561	0.327679	0.915879	-1.008192	0.381707	0.137083	
2	1.404756	-0.466952	-0.308772	0.116312	-0.286603	-0.013514	-0.495769	-0.644069	-0.034340	-0.848590	-0.703005	0.048174	-0.678575	1.096097	1.155962	-0.387838	0.893763	0.110721	0.296163	-0.019560	0.408324	0.144088	0.047903	-0.710573	-1.258757	0.561778	0.535545	-1.128762	0.511553	1.033966	0.669709	0.330638	1.067570	-1.217657	0.515085	0.342078	
3	1.346715	-0.476585	-0.356885	0.110355	-0.302507	-0.012416	-0.696781	-0.672769	-0.068295	-0.904620	-0.808354	0.027925	-0.752789	1.265618	1.201072	-0.392897	1.027090	0.198524	0.400515	-0.019081	0.480582	0.081137	0.020613	-0.810590	-1.391678	0.727769	0.652860	-1.194874	0.270646	1.200433	0.736643	0.349057	1.161923	-1.333064	0.558879	0.525870	
4	1.304755	-0.488435	-0.406395	0.105281	-0.319011	-0.023652	-0.881565	-0.697141	-0.127467	-0.976439	-0.896716	0.010648	-0.822907	1.435006	1.296435	-0.397079	1.114734	0.281131	0.547057	-0.018589	0.538479	0.025618	-0.040067	-0.882590	-1.507558	0.943527	0.735743	-1.210725	0.021336	1.216738	0.794468	0.402490	1.230196	-1.418734	0.519158	0.721569	
5	1.246490	-0.505245	-0.462484	0.100953	-0.339817	-0.052392	-1.113424	-0.717177	-0.216865	-1.062836	-1.006596	-0.004305	-0.892214	1.589039	1.396943	-0.398843	1.162349	0.350215	0.717892	-0.017510	0.589581	-0.045600	-0.168972	-0.833827	-1.643558	1.179487	0.883488	-1.175288	-0.353781	1.152208	0.866983	0.525194	1.179151	-1.496042	0.427002	0.967058	
6	1.175656	-0.519547	-0.511353	0.097173	-0.368433	-0.073104	-1.311291	-0.734673	-0.351882	-1.135230	-1.122693	-0.017459	-0.969417	1.716559	1.543838	-0.400311	1.185102	0.405345	0.902963	-0.016630	0.650047	-0.124122	-0.315978	-0.787373	-1.779524	1.388180	0.996179	-1.112296	-0.661477	1.039568	0.946205	0.667833	1.130865	-1.561737	0.284563	1.180590	
7	1.114204	-0.531950	-0.557613	0.093924	-0.399337	-0.088288	-1.457519	-0.749934	-0.476743	-1.198406	-1.220607	-0.028747	-1.032554	1.829123	1.696462	-0.402033	1.245624	0.452807	1.069924	-0.016114	0.740347	-0.197552	-0.449560	-0.790715	-1.907954	1.574275	1.042145	-1.046586	-0.875093	0.959822	1.020161	0.798345	1.132552	-1.599660	0.150703	1.303969	
8	1.084295	-0.543183	-0.604117	0.091429	-0.434821	-0.101855	-1.599164	-0.761596	-0.596926	-1.254991	-1.312024	-0.037482	-1.089796	1.927568	1.859839	-0.403289	1.325752	0.493994	1.236954	-0.015727	0.846785	-0.255157	-0.556702	-0.813435	-2.023501	1.738267	1.056459	-0.993129	-1.002970	0.897866	1.078293	0.903438	1.153794	-1.620940	0.030582	1.375348	
9	1.052863	-0.553963	-0.649798	0.089510	-0.473724	-0.117329	-1.734729	-0.770484	-0.712273	-1.307254	-1.397467	-0.044252	-1.142670	2.012853	2.033652	-0.404108	1.419963	0.529770	1.408671	-0.015396	0.964631	-0.300825	-0.638174	-0.839429	-2.128976	1.888810	1.058493	-0.950140	-1.083917	0.866115	1.124489	0.983492	1.178477	-1.632510	-0.077551	1.416635	
10	1.009179	-0.564536	-0.692703	0.087941	-0.514942	-0.135140	-1.852164	-0.777752	-0.820948	-1.356196	-1.486222	-0.049774	-1.193430	2.087729	2.247605	-0.404883	1.519486	0.561224	1.616155	-0.015190	1.086246	-0.342811	-0.688877	-0.869141	-2.231478	2.042279	1.049974	-0.910775	-1.128907	0.836702	1.166979	1.033150	1.207018	-1.634024	-0.159314	1.433137	
11	0.994028	-0.573572	-0.734901	0.086909	-0.548554	-0.149330	-2.019898	-0.782414	-0.956523	-1.397801	-1.594288	-0.053590	-1.255733	2.153234	2.470103	-0.404688	1.649792	0.588620	1.834891	-0.014775	1.247456	-0.377515	-0.756999	-0.865173	-2.326641	2.147118	1.071080	-0.878184	-1.192485	0.862227	1.202178	1.100445	1.202183	-1.632370	-0.244963	1.449845	
12	0.910960	-0.582500	-0.780216	0.085938	-0.585650	-0.167020	-2.169313	-0.786799	-1.074101	-1.436585	-1.715056	-0.057065	-1.335306	2.207772	2.649664	-0.404818	1.787325	0.611797	2.043973	-0.014544	1.410200	-0.405784	-0.815651	-0.853076	-2.413832	2.245358	1.097223	-0.851765	-1.265099	0.930283	1.230925	1.158520	1.189109	-1.629190	-0.315878	1.478033	
13	0.874290	-0.589606	-0.814098	0.085207	-0.608449	-0.178737	-2.340487	-0.790007	-1.197686	-1.467933	-1.850406	-0.059736	-1.421683	2.256663	2.798875	-0.404608	1.935633	0.632253	2.239911	-0.014282	1.579375	-0.428354	-0.882495	-0.829406	-2.493139	2.315852	1.132668	-0.830729	-1.338840	1.003613	1.253954	1.224714	1.164796	-1.626646	-0.376110	1.493351	
14	0.808203	-0.596580	-0.836425	0.084556	-0.632170	-0.192598	-2.465455	-0.792831	-1.311720	-1.497799	-1.978679	-0.062127	-1.509129	2.298681	2.958676	-0.404364	2.092711	0.649997	2.431208	-0.014063	1.740313	-0.447239	-0.938662	-0.811909	-2.566505	2.388568	1.159358	-0.813500	-1.424081	1.101062	1.273277	1.280216	1.146820	-1.624750	-0.438113	1.498046	
15	0.779284	-0.601954	-0.859911	0.084025	-0.655926	-0.200415	-2.591671	-0.795034	-1.437137	-1.521831	-2.107311	-0.064131	-1.610838	2.338612	3.098225	-0.403909	2.235467	0.666515	2.597465	-0.013810	1.895048	-0.464156	-1.009276	-0.773422	-2.634997	2.435292	1.206063	-0.797863	-1.470382	1.166558	1.290601	1.350251	1.107909	-1.622092	-0.535157	1.531136	
16	0.789500	-0.606613	-0.888913	0.083623	-0.681442	-0.206102	-2.747635	-0.796573	-1.577009	-1.542892	-2.228152	-0.065734	-1.693782	2.375667	3.249108	-0.403244	2.395684	0.681739	2.771936	-0.013539	2.070570	-0.477790	-1.057858	-0.751108	-2.698074	2.492427	1.235880	-0.784992	-1.483254	1.201890	1.304622	1.398378	1.085177	-1.619890	-0.602400	1.538692	
17	0.771071	-0.611058	-0.913881	0.083420	-0.708268	-0.212091	-2.799112	-0.797098	-1.733715	-1.562312	-2.299196	-0.066706	-1.787604	2.409262	3.494010	-0.402040	2.563670	0.695614	2.972149	-0.013115	2.253288	-0.491688	-1.099143	-0.723648	-2.759578	2.545103	1.270643	-0.771883	-1.478497	1.207595	1.318888	1.439420	1.057221	-1.615957	-0.687101	1.552040	
18	0.875578	-0.615933	-0.947830	0.083409	-0.748362	-0.220445	-2.806760	-0.796521	-1.800475	-1.582532	-2.324726	-0.067108	-1.831348	2.441819	3.734034	-0.400217	2.745736	0.709188	3.148316	-0.012462	2.412648	-0.492260	-0.948710	-0.845428	-2.805842	2.782838	1.155453	-0.772724	-1.398934	1.120844	1.319853	1.289287	1.178055	-1.622171	-0.563185	1.409850	
19	0.685485	-0.620417	-0.991653	0.083155	-0.788796	-0.228609	-2.931720	-0.797434	-1.954898	-1.600888	-2.408805	-0.068069	-1.917399	2.471180	3.853656	-0.399549	2.795384	0.721332	3.272171	-0.012169	2.500311	-0.506374	-0.922543	-0.873106	-2.860702	2.892958	1.132643	-0.760565	-1.446040	1.140699	1.334271	1.263081	1.205130	-1.614584	-0.605881	1.419123	
20	0.660097	-0.624710	-1.024606	0.082849	-0.820064	-0.237044	-2.985407	-0.798668	-2.036857	-1.618008	-2.453566	-0.069153	-1.961698	2.496980	3.999868	-0.399198	2.883318	0.732227	3.379971	-0.011975	2.594784	-0.519640	-0.924743	-0.884634	-2.913537	2.972015	1.125435	-0.749609	-1.481738	1.155498	1.347828	1.265145	1.216127	-1.606439	-0.624416	1.399298	
21	0.757709	-0.627917	-1.065002	0.082705	-0.835590	-0.239908	-3.078855	-0.799088	-1.994089	-1.631514	-2.519555	-0.069772	-1.964386	2.525494	4.109359	-0.398529	3.062985	0.743936	3.442005	-0.011696	2.689597	-0.521589	-0.887011	-0.942660	-2.954377	3.082663	1.071810	-0.749302	-1.452972	1.121163	1.350100	1.227600	1.273396	-1.609086	-0.600864	1.342279	
22	0.750794	-0.631087	-1.083548	0.082493	-0.874873	-0.243606	-3.043833	-0.799941	-2.103344	-1.643928	-2.542546	-0.070546	-2.042663	2.550883	4.314991	-0.398259	3.126819	0.754505	3.523204	-0.011537	2.738932	-0.522852	-0.883281	-0.983975	-2.991314	3.152517	1.034975	-0.749726	-1.439443	1.089283	1.351658	1.224036	1.313956	-1.612005	-0.619117	1.331843	
23	0.736605	-0.634404	-1.132321	0.082316	-0.905036	-0.248317	-3.187347	-0.800599	-2.150762	-1.656539	-2.644390	-0.071196	-2.092142	2.574714	4.389745	-0.397890	3.240273	0.764426	3.569520	-0.011344	2.807180	-0.527236	-0.914256	-0.974451	-3.029644	3.183900	1.048520	-0.746821	-1.468472	1.113189	1.356314	1.255183	1.303728	-1.611577	-0.662487	1.363571	
24	0.686760	-0.638101	-1.163760	0.082099	-0.935573	-0.257429	-3.210888	-0.801511	-2.205518	-1.669949	-2.688757	-0.071941	-2.143118	2.592426	4.522657	-0.397740	3.316834	0.772170	3.633935	-0.011223	2.853088	-0.530735	-0.963135	-0.955681	-3.064866	3.193323	1.070660	-0.744359	-1.512484	1.148683	1.360064	1.304173	1.284314	-1.611870	-0.713743	1.410747	
25	0.720834	-0.639855	-1.213739	0.081926	-0.970111	-0.255040	-3.324658	-0.802176	-2.271736	-1.677364	-2.781433	-0.072540	-2.210546	2.616867	4.644183	-0.397452	3.417829	0.781946	3.701401	-0.011070	2.900426	-0.534843	-0.957792	-0.982883	-3.099366	3.252555	1.047456	-0.741060	-1.509814	1.144150	1.364411	1.299098	1.310752	-1.611075	-0.707065	1.406847	
