11	0.248481	-0.100001	-1.889516	0.666734	-1.040728	-0.146371	0.899979	-0.182079	0.809448	0.290757	1.221066	-0.546355	0.999481	-0.369149	0.885781	-0.482161	0.784595	0.264680	0.501582	-0.507705	0.382813	-0.140672	-0.188553	-0.489231	0.030930	0.236086	1.140920	-0.579327	0.446688	-0.140806	0.816780	-0.197492	0.278429	0.012342	0.879201	-0.647849	0.460899	-0.276955	-0.003222	-0.379346	-0.119385	1.207923	-1.193224	0.086898	0.176919	-2.441540	2.363123	1.264549	-1.208639	-1.337963	1.507012	
12	0.240639	-0.100574	-1.929515	0.695343	-1.071568	-0.145340	0.938116	-0.200537	0.830947	0.291141	1.228713	-0.550631	1.004515	-0.368581	0.902903	-0.491174	0.795366	0.264838	0.500311	-0.507090	0.382314	-0.140522	-0.189993	-0.487825	0.029582	0.237126	1.175662	-0.599285	0.470395	-0.140332	0.827076	-0.203028	0.285461	0.012495	0.876525	-0.646837	0.459863	-0.276384	0.021241	-0.390233	-0.105689	1.220862	-1.206024	0.088213	0.175407	-2.488128	2.409395	1.286715	-1.230662	-1.368061	1.536883	
13	0.234348	-0.101073	-1.964889	0.720904	-1.099240	-0.144433	0.974416	-0.218051	0.851363	0.291439	1.234774	-0.553967	1.008443	-0.368112	0.918141	-0.499115	0.804880	0.264942	0.498347	-0.506019	0.381206	-0.140421	-0.192163	-0.486125	0.027745	0.237990	1.206276	-0.616942	0.491302	-0.139936	0.836258	-0.207948	0.291698	0.012591	0.873033	-0.645292	0.458117	-0.275864	0.045016	-0.400880	-0.092336	1.232654	-1.217636	0.089573	0.173857	-2.529486	2.450499	1.306242	-1.250086	-1.394783	1.563427	
14	0.229179	-0.101513	-1.996539	0.743977	-1.124309	-0.143629	1.009046	-0.234718	0.870816	0.291673	1.239563	-0.556549	1.011486	-0.367720	0.931832	-0.506176	0.813367	0.265008	0.495946	-0.504640	0.379683	-0.140355	-0.194911	-0.484195	0.025525	0.238715	1.233494	-0.632702	0.509901	-0.139601	0.844526	-0.212366	0.297291	0.012646	0.868994	-0.643372	0.455866	-0.275390	0.068080	-0.411266	-0.079335	1.243510	-1.228286	0.090954	0.172293	-2.566613	2.487423	1.323635	-1.267410	-1.418765	1.587269	
15	0.224848	-0.101901	-2.025130	0.764982	-1.147201	-0.142912	1.042143	-0.250616	0.889401	0.291855	1.243314	-0.558516	1.013809	-0.367390	0.944232	-0.512502	0.821000	0.265048	0.493290	-0.503058	0.377882	-0.140316	-0.198124	-0.482083	0.023001	0.239326	1.257877	-0.646873	0.526570	-0.139314	0.852034	-0.216369	0.302354	0.012672	0.864603	-0.641188	0.453258	-0.274956	0.090424	-0.421380	-0.066691	1.253587	-1.238138	0.092337	0.170730	-2.600258	2.520904	1.339277	-1.283005	-1.440484	1.608878	
16	0.221160	-0.102248	-2.051167	0.784242	-1.168244	-0.142270	1.073824	-0.265810	0.907192	0.291998	1.246208	-0.559973	1.015538	-0.367110	0.955541	-0.518209	0.827915	0.265067	0.490509	-0.501349	0.375904	-0.140296	-0.201713	-0.479825	0.020233	0.239846	1.279865	-0.659698	0.541605	-0.139068	0.858902	-0.220023	0.306974	0.012678	0.860000	-0.638824	0.450403	-0.274558	0.112049	-0.431215	-0.054404	1.263002	-1.247318	0.093711	0.169182	-2.630990	2.551505	1.353456	-1.297156	-1.460305	1.628612	
17	0.217979	-0.102557	-2.075038	0.802009	-1.187697	-0.141692	1.104191	-0.280356	0.924255	0.292110	1.248386	-0.561004	1.016773	-0.366871	0.965917	-0.523385	0.834217	0.265073	0.487697	-0.499570	0.373824	-0.140292	-0.205611	-0.477450	0.017266	0.240291	1.299806	-0.671368	0.555241	-0.138854	0.865227	-0.223383	0.311221	0.012669	0.855287	-0.636341	0.447382	-0.274192	0.132966	-0.440771	-0.042470	1.271847	-1.255921	0.095067	0.167657	-2.659252	2.579663	1.366399	-1.310088	-1.478512	1.646753	
18	0.215204	-0.102834	-2.097051	0.818485	-1.205769	-0.141171	1.133336	-0.294301	0.940643	0.292196	1.249960	-0.561675	1.017589	-0.366665	0.975490	-0.528105	0.839993	0.265068	0.484921	-0.497763	0.371695	-0.140299	-0.209763	-0.474980	0.014136	0.240672	1.317981	-0.682041	0.567669	-0.138667	0.871084	-0.226490	0.315150	0.012651	0.850544	-0.633787	0.444257	-0.273856	0.153192	-0.450049	-0.030885	1.280196	-1.264024	0.096398	0.166160	-2.685395	2.605725	1.378287	-1.321975	-1.495332	1.663522	
19	0.212761	-0.103084	-2.117453	0.833835	-1.222628	-0.140699	1.161340	-0.307689	0.956404	0.292263	1.251024	-0.562040	1.018051	-0.366488	0.984365	-0.532428	0.845311	0.265056	0.482229	-0.495958	0.369558	-0.140314	-0.214127	-0.472434	0.010874	0.241001	1.334619	-0.691843	0.579044	-0.138502	0.876538	-0.229379	0.318804	0.012626	0.845827	-0.631197	0.441074	-0.273547	0.172750	-0.459056	-0.019637	1.288107	-1.271688	0.097701	0.164696	-2.709702	2.629968	1.389262	-1.332960	-1.510948	1.679100	
20	0.210593	-0.103309	-2.136442	0.848192	-1.238415	-0.140271	1.188277	-0.320557	0.971581	0.292313	1.251652	-0.562141	1.018210	-0.366334	0.992629	-0.536403	0.850228	0.265039	0.479656	-0.494177	0.367442	-0.140335	-0.218668	-0.469825	0.007500	0.241286	1.349911	-0.700880	0.589494	-0.138357	0.881638	-0.232079	0.322220	0.012596	0.841181	-0.628598	0.437871	-0.273262	0.191665	-0.467799	-0.008717	1.295630	-1.278965	0.098973	0.163266	-2.732402	2.652620	1.399442	-1.343158	-1.525509	1.693634	
21	0.208656	-0.103513	-2.154185	0.861668	-1.253247	-0.139881	1.214215	-0.332938	0.986211	0.292350	1.251908	-0.562016	1.018108	-0.366199	1.000356	-0.540070	0.854794	0.265019	0.477225	-0.492438	0.365369	-0.140361	-0.223357	-0.467164	0.004034	0.241533	1.364013	-0.709241	0.599127	-0.138228	0.886427	-0.234612	0.325427	0.012564	0.836637	-0.626011	0.434674	-0.272999	0.209966	-0.476287	0.001887	1.302805	-1.285897	0.100213	0.161872	-2.753685	2.673869	1.408924	-1.352664	-1.539138	1.707245	
22	0.206913	-0.103697	-2.170818	0.874359	-1.267222	-0.139526	1.239216	-0.344864	1.000327	0.292376	1.251845	-0.561696	1.017780	-0.366081	1.007608	-0.543465	0.859048	0.264997	0.474953	-0.490751	0.363355	-0.140389	-0.228172	-0.464460	0.000490	0.241748	1.377059	-0.716999	0.608033	-0.138113	0.890941	-0.236998	0.328450	0.012531	0.832221	-0.623452	0.431505	-0.272756	0.227679	-0.484530	0.012187	1.309668	-1.292519	0.101419	0.160516	-2.773710	2.693871	1.417790	-1.361558	-1.551939	1.720035	
23	0.205338	-0.103864	-2.186458	0.886344	-1.280425	-0.139201	1.263338	-0.356362	1.013962	0.292394	1.251507	-0.561204	1.017258	-0.365978	1.014437	-0.546618	0.863024	0.264973	0.472848	-0.489125	0.361410	-0.140420	-0.233094	-0.461722	-0.003118	0.241935	1.389163	-0.724219	0.616289	-0.138009	0.895208	-0.239252	0.331308	0.012497	0.827951	-0.620934	0.428380	-0.272532	0.244835	-0.492539	0.022198	1.316248	-1.298862	0.102592	0.159196	-2.792610	2.712758	1.426105	-1.369906	-1.563998	1.732090	
24	0.203906	-0.104015	-2.201204	0.897692	-1.292930	-0.138904	1.286632	-0.367457	1.027142	0.292404	1.250934	-0.560565	1.016565	-0.365886	1.020889	-0.549552	0.866750	0.264949	0.470917	-0.487565	0.359543	-0.140452	-0.238106	-0.458954	-0.006782	0.242098	1.400422	-0.730954	0.623962	-0.137917	0.899255	-0.241389	0.334018	0.012464	0.823839	-0.618466	0.425312	-0.272324	0.261460	-0.500323	0.031931	1.322571	-1.304952	0.103730	0.157912	-2.810499	2.730641	1.433929	-1.377766	-1.575389	1.743483	
25	0.202600	-0.104152	-2.215140	0.908462	-1.304799	-0.138632	1.309147	-0.378173	1.039894	0.292409	1.250157	-0.559795	1.015724	-0.365805	1.027003	-0.552290	0.870254	0.264924	0.469161	-0.486076	0.357757	-0.140484	-0.243197	-0.456163	-0.010493	0.242241	1.410920	-0.737252	0.631108	-0.137833	0.903102	-0.243418	0.336596	0.012433	0.819895	-0.616054	0.422310	-0.272132	0.277584	-0.507893	0.041400	1.328661	-1.310812	0.104836	0.156665	-2.827474	2.747618	1.441309	-1.385186	-1.586177	1.754278	
26	0.201404	-0.104276	-2.228339	0.918708	-1.316087	-0.138382	1.330927	-0.388531	1.052241	0.292410	1.249206	-0.558911	1.014754	-0.365733	1.032812	-0.554851	0.873555	0.264900	0.467580	-0.484659	0.356055	-0.140517	-0.248353	-0.453352	-0.014244	0.242365	1.420730	-0.743153	0.637777	-0.137757	0.906767	-0.245351	0.339053	0.012402	0.816125	-0.613703	0.419381	-0.271954	0.293233	-0.515259	0.050617	1.334535	-1.316462	0.105910	0.155453	-2.843619	2.763771	1.448289	-1.392208	-1.596417	1.764528	
27	0.200304	-0.104389	-2.240867	0.928473	-1.326843	-0.138153	1.352013	-0.398550	1.064204	0.292407	1.248104	-0.557928	1.013671	-0.365669	1.038347	-0.557251	0.876674	0.264875	0.466172	-0.483313	0.354439	-0.140548	-0.253566	-0.450524	-0.018028	0.242475	1.429916	-0.748693	0.644012	-0.137687	0.910266	-0.247195	0.341400	0.012373	0.812533	-0.611418	0.416531	-0.271789	0.308431	-0.522432	0.059595	1.340213	-1.321920	0.106951	0.154275	-2.859008	2.779174	1.454905	-1.398867	-1.606156	1.774281	
28	0.199289	-0.104491	-2.252778	0.937798	-1.337110	-0.137942	1.372444	-0.408249	1.075804	0.292401	1.246874	-0.556856	1.012488	-0.365612	1.043634	-0.559505	0.879626	0.264852	0.464933	-0.482040	0.352909	-0.140579	-0.258828	-0.447683	-0.021842	0.242570	1.438533	-0.753904	0.649852	-0.137624	0.913613	-0.248957	0.343646	0.012346	0.809121	-0.609200	0.413763	-0.271636	0.323204	-0.529419	0.068345	1.345710	-1.327201	0.107962	0.153130	-2.873705	2.793889	1.461190	-1.405197	-1.615437	1.783579	
29	0.198350	-0.104583	-2.264123	0.946719	-1.346926	-0.137748	1.392255	-0.417643	1.087059	0.292393	1.245533	-0.555707	1.011218	-0.365560	1.048696	-0.561625	0.882427	0.264828	0.463858	-0.480839	0.351462	-0.140609	-0.264130	-0.444831	-0.025680	0.242654	1.446633	-0.758813	0.655331	-0.137567	0.916818	-0.250644	0.345798	0.012322	0.805890	-0.607052	0.411079	-0.271494	0.337575	-0.536232	0.076879	1.351039	-1.332318	0.108943	0.152017	-2.887766	2.807972	1.467170	-1.411224	-1.624297	1.792458	
30	0.197478	-0.104667	-2.274945	0.955267	-1.356325	-0.137569	1.411478	-0.426749	1.097986	0.292383	1.244099	-0.554489	1.009872	-0.365514	1.053554	-0.563622	0.885089	0.264806	0.462942	-0.479706	0.350099	-0.140638	-0.269468	-0.441970	-0.029539	0.242727	1.454259	-0.763445	0.660477	-0.137514	0.919892	-0.252261	0.347863	0.012299	0.802838	-0.604973	0.408482	-0.271362	0.351564	-0.542878	0.085206	1.356213	-1.337285	0.109896	0.150936	-2.901242	2.821473	1.472873	-1.416973	-1.632768	1.800951	
31	0.196667	-0.104742	-2.285284	0.963470	-1.365338	-0.137404	1.430143	-0.435580	1.108601	0.292372	1.242586	-0.553211	1.008459	-0.365472	1.058226	-0.565507	0.887625	0.264784	0.462180	-0.478642	0.348815	-0.140665	-0.274835	-0.439101	-0.033415	0.242791	1.461451	-0.767822	0.665319	-0.137466	0.922845	-0.253813	0.349848	0.012278	0.799964	-0.602965	0.405971	-0.271240	0.365192	-0.549365	0.093338	1.361243	-1.342112	0.110820	0.149884	-2.914176	2.834436	1.478318	-1.422467	-1.640880	1.809087	
32	0.195910	-0.104810	-2.295174	0.971353	-1.373991	-0.137252	1.448278	-0.444150	1.118919	0.292360	1.241007	-0.551880	1.006987	-0.365434	1.062728	-0.567289	0.890044	0.264764	0.461564	-0.477643	0.347610	-0.140691	-0.280226	-0.436228	-0.037306	0.242847	1.468243	-0.771964	0.669880	-0.137421	0.925683	-0.255303	0.351757	0.012259	0.797267	-0.601027	0.403547	-0.271126	0.378479	-0.555701	0.101283	1.366139	-1.346809	0.111718	0.148861	-2.926609	2.846900	1.483526	-1.427724	-1.648660	1.816892	
33	0.195202	-0.104871	-2.304647	0.978940	-1.382310	-0.137111	1.465910	-0.452470	1.128953	0.292347	1.239372	-0.550502	1.005464	-0.365399	1.067075	-0.568975	0.892356	0.264743	0.461090	-0.476707	0.346479	-0.140715	-0.285638	-0.433350	-0.041209	0.242896	1.474668	-0.775889	0.674181	-0.137380	0.928415	-0.256736	0.353595	0.012243	0.794742	-0.599158	0.401210	-0.271020	0.391441	-0.561894	0.109051	1.370911	-1.351385	0.112589	0.147866	-2.938576	2.858900	1.488514	-1.432761	-1.656130	1.824389	
34	0.194539	-0.104925	-2.313732	0.986250	-1.390317	-0.136981	1.483062	-0.460554	1.138717	0.292335	1.237692	-0.549082	1.003896	-0.365368	1.071281	-0.570573	0.894569	0.264724	0.460750	-0.475831	0.345420	-0.140738	-0.291065	-0.430469	-0.045123	0.242939	1.480754	-0.779612	0.678243	-0.137341	0.931045	-0.258115	0.355367	0.012228	0.792387	-0.597357	0.398958	-0.270922	0.404097	-0.567951	0.116650	1.375566	-1.355848	0.113437	0.146897	-2.950109	2.870469	1.493299	-1.437596	-1.663311	1.831599	
35	0.193916	-0.104974	-2.322454	0.993302	-1.398031	-0.136861	1.499758	-0.468411	1.148222	0.292322	1.235975	-0.547626	1.002289	-0.365339	1.075358	-0.572090	0.896691	0.264706	0.460539	-0.475014	0.344429	-0.140758	-0.296505	-0.427586	-0.049044	0.242976	1.486527	-0.783148	0.682082	-0.137306	0.933580	-0.259442	0.357075	0.012215	0.790197	-0.595624	0.396790	-0.270831	0.416460	-0.573878	0.124088	1.380112	-1.360206	0.114260	0.145954	-2.961237	2.881635	1.497893	-1.442240	-1.670223	1.838541	
36	0.193329	-0.105017	-2.330837	1.000114	-1.405473	-0.136749	1.516019	-0.476051	1.157480	0.292309	1.234229	-0.546139	1.000649	-0.365312	1.079316	-0.573531	0.898728	0.264688	0.460449	-0.474251	0.343504	-0.140777	-0.301955	-0.424702	-0.052971	0.243008	1.492011	-0.786511	0.685715	-0.137273	0.936025	-0.260720	0.358724	0.012204	0.788171	-0.593957	0.394706	-0.270746	0.428547	-0.579681	0.131373	1.384556	-1.364465	0.115060	0.145035	-2.971987	2.892424	1.502311	-1.446708	-1.676884	1.845231	
37	0.192777	-0.105055	-2.338901	1.006700	-1.412657	-0.136646	1.531863	-0.483483	1.166501	0.292296	1.232462	-0.544623	0.998979	-0.365287	1.083166	-0.574901	0.900688	0.264670	0.460476	-0.473542	0.342642	-0.140794	-0.307411	-0.421819	-0.056902	0.243035	1.497227	-0.789711	0.689156	-0.137242	0.938384	-0.261953	0.360316	0.012195	0.786302	-0.592354	0.392703	-0.270667	0.440371	-0.585365	0.138512	1.388904	-1.368631	0.115838	0.144141	-2.982383	2.902860	1.506563	-1.451011	-1.683308	1.851687	
38	0.192255	-0.105087	-2.346667	1.013075	-1.419601	-0.136551	1.547310	-0.490717	1.175294	0.292284	1.230680	-0.543083	0.997283	-0.365264	1.086916	-0.576207	0.902575	0.264654	0.460612	-0.472883	0.341838	-0.140809	-0.312870	-0.418936	-0.060837	0.243059	1.502194	-0.792761	0.692418	-0.137213	0.940662	-0.263141	0.361853	0.012188	0.784587	-0.590813	0.390779	-0.270594	0.451944	-0.590938	0.145511	1.393162	-1.372711	0.116595	0.143268	-2.992446	2.912965	1.510660	-1.455159	-1.689510	1.857921	
39	0.191761	-0.105116	-2.354151	1.019251	-1.426317	-0.136463	1.562376	-0.497761	1.183870	0.292273	1.228887	-0.541521	0.995567	-0.365243	1.090575	-0.577452	0.904395	0.264638	0.460853	-0.472271	0.341090	-0.140823	-0.318330	-0.416054	-0.064773	0.243080	1.506931	-0.795670	0.695514	-0.137186	0.942861	-0.264287	0.363339	0.012182	0.783022	-0.589334	0.388934	-0.270526	0.463278	-0.596402	0.152377	1.397335	-1.376708	0.117332	0.142418	-3.002195	2.922757	1.514612	-1.459162	-1.695503	1.863947	
40	0.191292	-0.105140	-2.361371	1.025240	-1.432820	-0.136381	1.577079	-0.504621	1.192236	0.292262	1.227089	-0.539941	0.993832	-0.365222	1.094151	-0.578640	0.906153	0.264623	0.461192	-0.471704	0.340395	-0.140834	-0.323790	-0.413175	-0.068709	0.243097	1.511454	-0.798448	0.698455	-0.137161	0.944986	-0.265392	0.364776	0.012178	0.781603	-0.587915	0.387164	-0.270462	0.474385	-0.601764	0.159116	1.401428	-1.380628	0.118049	0.141588	-3.011650	2.932256	1.518427	-1.463028	-1.701300	1.869777	
41	0.190848	-0.105160	-2.368342	1.031053	-1.439120	-0.136305	1.591432	-0.511307	1.200402	0.292251	1.225291	-0.538345	0.992082	-0.365203	1.097650	-0.579776	0.907853	0.264608	0.461625	-0.471180	0.339750	-0.140844	-0.329246	-0.410299	-0.072644	0.243112	1.515777	-0.801102	0.701250	-0.137137	0.947040	-0.266459	0.366166	0.012176	0.780324	-0.586553	0.385468	-0.270404	0.485275	-0.607028	0.165733	1.405446	-1.384474	0.118747	0.140778	-3.020827	2.941478	1.522114	-1.466766	-1.706911	1.875422	
42	0.190426	-0.105176	-2.375077	1.036700	-1.445230	-0.136235	1.605451	-0.517824	1.208374	0.292242	1.223496	-0.536735	0.990320	-0.365185	1.101080	-0.580862	0.909498	0.264594	0.462146	-0.470696	0.339152	-0.140852	-0.334696	-0.407426	-0.076577	0.243124	1.519915	-0.803641	0.703910	-0.137114	0.949025	-0.267488	0.367510	0.012174	0.779183	-0.585247	0.383844	-0.270349	0.495958	-0.612198	0.172234	1.409391	-1.388252	0.119428	0.139988	-3.029742	2.950438	1.525680	-1.470383	-1.712347	1.880893	
43	0.190024	-0.105189	-2.381589	1.042190	-1.451159	-0.136169	1.619149	-0.524179	1.216160	0.292233	1.221707	-0.535114	0.988547	-0.365168	1.104445	-0.581902	0.911094	0.264581	0.462751	-0.470250	0.338597	-0.140858	-0.340140	-0.404557	-0.080508	0.243134	1.523880	-0.806071	0.706443	-0.137093	0.950945	-0.268481	0.368811	0.012175	0.778174	-0.583995	0.382289	-0.270299	0.506444	-0.617278	0.178623	1.413270	-1.391965	0.120091	0.139216	-3.038408	2.959151	1.529132	-1.473885	-1.717617	1.886197	
44	0.189640	-0.105199	-2.387890	1.047531	-1.456916	-0.136109	1.632538	-0.530378	1.223766	0.292225	1.219929	-0.533482	0.986766	-0.365152	1.107751	-0.582899	0.912643	0.264568	0.463433	-0.469840	0.338084	-0.140862	-0.345575	-0.401692	-0.084434	0.243143	1.527684	-0.808399	0.708857	-0.137073	0.952801	-0.269440	0.370069	0.012176	0.777294	-0.582796	0.380802	-0.270252	0.516739	-0.622271	0.184905	1.417084	-1.395616	0.120737	0.138462	-3.046839	2.967629	1.532476	-1.477280	-1.722729	1.891345	
45	0.189275	-0.105205	-2.393992	1.052732	-1.462511	-0.136053	1.645630	-0.536427	1.231201	0.292217	1.218163	-0.531843	0.984979	-0.365136	1.111004	-0.583855	0.914148	0.264555	0.464190	-0.469463	0.337610	-0.140865	-0.350999	-0.398832	-0.088355	0.243150	1.531337	-0.810632	0.711159	-0.137054	0.954597	-0.270366	0.371288	0.012179	0.776538	-0.581647	0.379380	-0.270209	0.526854	-0.627182	0.191084	1.420837	-1.399208	0.121368	0.137724	-3.055048	2.975884	1.535717	-1.480572	-1.727692	1.896344	
46	0.188925	-0.105209	-2.399903	1.057800	-1.467951	-0.136001	1.658436	-0.542331	1.238468	0.292211	1.216412	-0.530197	0.983188	-0.365121	1.114209	-0.584774	0.915613	0.264543	0.465017	-0.469118	0.337172	-0.140866	-0.356411	-0.395978	-0.092271	0.243155	1.534850	-0.812775	0.713356	-0.137035	0.956334	-0.271259	0.372467	0.012183	0.775903	-0.580548	0.378022	-0.270170	0.536795	-0.632014	0.197165	1.424532	-1.402744	0.121983	0.137004	-3.063044	2.983929	1.538861	-1.483767	-1.732514	1.901201	
47	0.188591	-0.105209	-2.405635	1.062742	-1.473245	-0.135952	1.670968	-0.548096	1.245575	0.292205	1.214679	-0.528545	0.981394	-0.365106	1.117368	-0.585658	0.917040	0.264531	0.465909	-0.468802	0.336768	-0.140865	-0.361810	-0.393129	-0.096181	0.243159	1.538231	-0.814833	0.715455	-0.137018	0.958014	-0.272122	0.373609	0.012188	0.775383	-0.579495	0.376725	-0.270133	0.546570	-0.636770	0.203151	1.428172	-1.406227	0.122584	0.136298	-3.070840	2.991773	1.541914	-1.486871	-1.737200	1.905923	
48	0.188270	-0.105207	-2.411195	1.067563	-1.478399	-0.135908	1.683235	-0.553726	1.252527	0.292201	1.212965	-0.526890	0.979598	-0.365092	1.120487	-0.586508	0.918431	0.264520	0.466862	-0.468514	0.336394	-0.140863	-0.367194	-0.390286	-0.100083	0.243162	1.541490	-0.816811	0.717460	-0.137001	0.959640	-0.272954	0.374715	0.012195	0.774976	-0.578488	0.375488	-0.270100	0.556185	-0.641453	0.209047	1.431759	-1.409659	0.123170	0.135608	-3.078444	2.999425	1.544879	-1.489886	-1.741759	1.910518	
49	0.187963	-0.105203	-2.416593	1.072270	-1.483420	-0.135866	1.695247	-0.559226	1.259329	0.292197	1.211273	-0.525231	0.977802	-0.365078	1.123569	-0.587327	0.919790	0.264509	0.467873	-0.468252	0.336050	-0.140859	-0.372562	-0.387449	-0.103978	0.243165	1.544634	-0.818713	0.719379	-0.136985	0.961213	-0.273757	0.375786	0.012202	0.774677	-0.577524	0.374307	-0.270069	0.565647	-0.646065	0.214855	1.435297	-1.413044	0.123743	0.134933	-3.085866	3.006896	1.547762	-1.492819	-1.746195	1.914990	
