1	1.743002	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064045	0.099282	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258547	-0.382078	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499674	-0.206373	-0.263199	0.185362	-0.121139	-0.127986	0.348304	0.106380	0.163709	0.501023	0.131724	-0.281222	0.617494	-0.480649	-0.235980	0.083568	0.427578	0.120874	0.131374	-0.458471	
2	1.441478	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064100	0.098743	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258547	-0.382081	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499667	-0.206642	-0.263198	0.185362	-0.170645	-0.071998	0.298798	0.162368	0.223992	0.429674	0.181230	-0.337211	0.881669	-0.813815	-0.262661	0.204705	0.489945	0.072293	0.081868	-0.402483	
3	1.378523	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064133	0.098517	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258547	-0.382082	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499663	-0.206755	-0.263198	0.185362	-0.209835	-0.032069	0.259608	0.202297	0.273462	0.376492	0.220420	-0.377140	1.050189	-1.012092	-0.254151	0.230644	0.560480	0.007045	0.042678	-0.362554	
4	1.348778	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064154	0.098381	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258547	-0.382083	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499661	-0.206823	-0.263198	0.185362	-0.242121	0.002144	0.227322	0.236510	0.316392	0.329202	0.252706	-0.411352	1.169686	-1.143719	-0.238912	0.226049	0.631131	-0.067681	0.010393	-0.328341	
5	1.329777	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064170	0.098286	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258547	-0.382083	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499659	-0.206871	-0.263198	0.185362	-0.269078	0.033114	0.200365	0.267480	0.354616	0.284464	0.279663	-0.442323	1.261104	-1.239189	-0.225659	0.211574	0.698153	-0.149895	-0.016565	-0.297371	
6	1.315530	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064182	0.098213	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258548	-0.382084	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499657	-0.206907	-0.263198	0.185362	-0.291768	0.061574	0.177675	0.295940	0.389217	0.241134	0.302353	-0.470783	1.334708	-1.313011	-0.216426	0.195569	0.759917	-0.237293	-0.039255	-0.268911	
7	1.303965	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064192	0.098155	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258548	-0.382084	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499656	-0.206936	-0.263198	0.185362	-0.311013	0.087659	0.158430	0.322025	0.420952	0.198918	0.321598	-0.496868	1.396070	-1.372963	-0.210952	0.181862	0.815975	-0.326853	-0.058500	-0.242826	
8	1.294263	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064200	0.098106	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258548	-0.382084	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499655	-0.206961	-0.263198	0.185362	-0.327460	0.111299	0.141983	0.345665	0.450376	0.157909	0.338045	-0.520507	1.448522	-1.423594	-0.208362	0.172081	0.866493	-0.415334	-0.074947	-0.219186	
9	1.286072	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064207	0.098064	0.282618	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258548	-0.382084	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499654	-0.206982	-0.263198	0.185362	-0.341616	0.132427	0.127827	0.366793	0.477902	0.118310	0.352201	-0.541636	1.494212	-1.467688	-0.207779	0.166546	0.911908	-0.499950	-0.089103	-0.198058	
10	1.279193	0.115837	0.329038	-0.319939	-0.117742	0.447438	0.483136	-0.221801	0.273878	-0.185631	-0.084748	-0.064213	0.098026	0.282619	0.383857	-0.455160	0.376735	0.342887	0.284740	-0.190384	0.236000	0.286326	-0.236825	-0.451620	-0.412171	-0.455926	-0.424317	-0.075711	-0.363791	0.263073	0.341848	-0.489180	-0.258548	-0.382085	0.265575	-0.052849	-0.201843	-0.013503	-0.025033	0.066561	0.221767	0.038621	-0.305573	0.022375	-0.448893	0.489720	-0.407259	-0.164754	0.089427	-0.027121	-0.184767	-0.246464	-0.118636	-0.021207	-0.230764	-0.157662	0.418125	0.050615	0.063477	-0.066051	0.441105	-0.290845	0.468742	0.137184	0.481163	0.046216	-0.212411	0.499653	-0.207001	-0.263198	0.185362	-0.353879	0.151077	0.115564	0.385443	0.503845	0.080278	0.364464	-0.560286	1.534612	-1.506976	-0.208501	0.164787	0.952741	-0.578800	-0.101366	-0.179408	
