1	0.316968	-2.439898	-0.380623	-1.261642	2.319274	2.410675	0.388350	1.099218	-0.566064	0.547050	0.088329	0.411312	-1.002076	-1.013386	-0.168136	-0.721471	0.366432	1.381629	-0.280544	0.511323	-0.950463	-0.619138	0.044056	-0.810777	0.209472	1.356560	0.525819	0.845394	-0.632544	-1.372104	-0.030547	0.055480	-0.014400	0.446079	0.007908	0.570999	-0.590712	-0.297788	0.088848	-0.426276	0.197366	0.291479	0.134186	0.361341	-0.239711	0.345124	-0.432771	-0.173031	-0.026895	1.722461	0.338009	0.523682	-1.763830	-1.991153	-0.535236	-0.758336	0.403948	0.842678	0.429445	0.480957	-0.388956	-0.443229	-0.168150	0.122486	0.619156	1.039508	0.379103	-0.035911	-0.614062	-0.961838	0.122868	-0.308458	0.248050	0.337885	0.433569	0.550150	-0.729539	-0.455121	-0.293201	-0.573919	-0.054044	1.856915	-1.912780	-1.815431	1.566157	-0.218789	0.452006	-0.702404	0.780476	1.552171	-1.538425	1.665776	-1.704765	0.013036	-0.483249	0.725468	-0.778807	-0.414185	0.409164	
2	0.186706	-3.021814	-0.573230	-1.571919	2.804912	2.966174	0.489951	1.396443	-0.756759	0.823772	0.120809	0.531465	-1.229727	-1.277837	-0.200650	-0.822009	0.418647	1.584267	-0.244847	0.610670	-1.146517	-0.837314	0.009427	-0.901794	0.259743	1.626374	0.567447	0.974923	-0.922154	-1.662802	-0.073930	-0.072387	0.047097	0.372927	-0.015187	0.564091	-0.684675	-0.327377	0.079337	-0.444583	0.186645	0.117211	0.068198	0.239998	-0.095505	0.499318	-0.397304	-0.069548	-0.089168	1.886008	0.356331	0.603570	-1.889324	-2.087580	-0.551038	-0.821378	0.437619	1.057652	0.453557	0.603552	-0.645759	-0.689629	-0.206274	0.008824	0.665674	1.325281	0.399135	0.098026	-0.907734	-1.241222	0.087161	-0.427393	0.297231	0.543727	0.474348	0.652542	-0.904680	-0.644441	-0.323885	-0.663891	-0.001169	2.128742	-2.174445	-1.853089	1.614177	-0.229028	0.465490	-0.685130	0.763629	1.512532	-1.495320	1.681535	-1.721781	-0.025439	-0.437054	0.682901	-0.733689	-0.409734	0.407085	
3	0.174326	-3.166626	-0.651746	-1.741973	3.009814	3.131619	0.540679	1.531115	-0.829555	1.137862	0.177982	0.660992	-1.471039	-1.579323	-0.238480	-0.939555	0.493316	1.703774	-0.224193	0.636839	-1.223529	-0.953378	-0.000551	-0.931856	0.287712	1.837201	0.600873	1.037985	-1.091487	-1.859722	-0.092914	-0.143320	0.091725	0.619880	0.030971	0.657832	-0.919538	-0.584689	0.050151	-0.544748	0.246063	0.289008	0.075379	0.221958	-0.180082	0.356370	-0.388583	-0.073879	-0.070990	2.069703	0.388645	0.705139	-2.041393	-2.230916	-0.577076	-0.907878	0.483042	1.216845	0.478325	0.668917	-0.788901	-0.848133	-0.225491	-0.059667	0.703796	1.247935	0.346791	0.016523	-0.815704	-1.131366	0.110429	-0.358383	0.251416	0.722444	0.511924	0.742376	-1.046503	-0.800370	-0.349649	-0.739725	0.046463	2.229864	-2.248434	-1.800616	1.571959	-0.201675	0.438625	-0.708392	0.784632	1.489133	-1.474064	1.593840	-1.639040	-0.002271	-0.451815	0.670715	-0.719156	-0.385922	0.384491	
4	0.166559	-3.232034	-0.684861	-1.795059	3.068890	3.168596	0.554387	1.575264	-0.849912	1.294614	0.221175	0.775920	-1.635206	-1.768888	-0.279357	-1.036714	0.548025	1.760961	-0.205049	0.673310	-1.279637	-1.041284	-0.015428	-0.960996	0.313732	1.996909	0.628057	1.098937	-1.233236	-2.024532	-0.112335	-0.203726	0.130574	0.816265	0.064538	0.728188	-1.102113	-0.800473	0.028832	-0.615885	0.294221	0.452391	0.094344	0.249161	-0.304170	0.167173	-0.393991	-0.107150	-0.037536	2.325187	0.442079	0.870490	-2.294027	-2.447286	-0.628554	-1.047889	0.552073	1.274776	0.487518	0.704881	-0.858224	-0.921117	-0.238517	-0.095888	0.723742	1.269765	0.322153	-0.007002	-0.816496	-1.108957	0.114352	-0.336077	0.236887	0.891374	0.549071	0.836654	-1.190741	-0.949676	-0.379340	-0.818636	0.092806	2.220699	-2.220864	-1.829400	1.605746	-0.200451	0.432045	-0.709957	0.777504	1.507473	-1.490248	1.584907	-1.629511	0.031333	-0.476990	0.682050	-0.726658	-0.374415	0.370033	
5	0.163927	-3.374917	-0.717775	-1.851206	3.161863	3.275889	0.572938	1.630362	-0.878657	1.287157	0.242836	0.825681	-1.661494	-1.797223	-0.302231	-1.075405	0.568409	1.777214	-0.188290	0.705462	-1.304302	-1.086369	-0.030398	-0.982868	0.331346	2.102930	0.647825	1.146178	-1.336385	-2.137443	-0.129265	-0.248565	0.156625	0.840256	0.064158	0.718846	-1.156136	-0.865658	0.032711	-0.615664	0.303498	0.542198	0.106926	0.271697	-0.395835	0.033815	-0.399820	-0.132726	-0.015049	2.550972	0.493348	1.014453	-2.526611	-2.633978	-0.677896	-1.172686	0.611178	1.295364	0.492919	0.730676	-0.898419	-0.951160	-0.248952	-0.119487	0.734134	1.429918	0.335664	0.060215	-0.960423	-1.218226	0.090522	-0.388897	0.259226	1.049208	0.585954	0.924251	-1.326585	-1.086282	-0.410191	-0.893991	0.135218	2.243705	-2.232644	-1.861521	1.639092	-0.223218	0.447534	-0.694607	0.751253	1.511355	-1.489400	1.596459	-1.637172	0.053892	-0.491135	0.685728	-0.724555	-0.373056	0.363726	
6	0.161658	-3.572624	-0.760843	-1.934192	3.310503	3.442912	0.603932	1.711691	-0.921738	1.230289	0.256411	0.845583	-1.631879	-1.768971	-0.315758	-1.087853	0.575103	1.788164	-0.171796	0.729020	-1.309233	-1.112665	-0.043953	-0.998060	0.344662	2.194092	0.666199	1.183594	-1.417868	-2.229046	-0.144329	-0.284946	0.177231	0.805655	0.050872	0.679772	-1.166625	-0.879090	0.047551	-0.588716	0.298209	0.612894	0.116366	0.283459	-0.464718	-0.072683	-0.402991	-0.149203	0.000739	2.731457	0.537740	1.128823	-2.715540	-2.780440	-0.719920	-1.272490	0.657127	1.302775	0.496658	0.746830	-0.917959	-0.960939	-0.256567	-0.133941	0.739250	1.584245	0.352941	0.129704	-1.095243	-1.320488	0.065289	-0.443441	0.280937	1.200262	0.622733	1.003317	-1.451703	-1.213063	-0.440550	-0.963485	0.174095	2.302869	-2.285372	-1.875630	1.654070	-0.243469	0.460775	-0.685294	0.731675	1.507008	-1.481123	1.594737	-1.632061	0.069511	-0.498957	0.684538	-0.717637	-0.371823	0.357392	
7	0.159999	-3.782474	-0.807885	-2.026763	3.476293	3.625714	0.640723	1.800660	-0.969307	1.170196	0.268841	0.856294	-1.592417	-1.731890	-0.326511	-1.094016	0.578633	1.809582	-0.154343	0.749183	-1.311926	-1.137958	-0.057104	-1.012088	0.357226	2.292818	0.687098	1.221582	-1.499457	-2.322588	-0.160541	-0.322713	0.198309	0.752827	0.033518	0.632980	-1.167856	-0.878559	0.066015	-0.555118	0.288694	0.680950	0.124642	0.290296	-0.524333	-0.169394	-0.404582	-0.161878	0.013830	2.879800	0.575816	1.222685	-2.874879	-2.902036	-0.755452	-1.353829	0.693888	1.312976	0.500851	0.760152	-0.933334	-0.968674	-0.263339	-0.146090	0.743171	1.709342	0.365789	0.186239	-1.197202	-1.395573	0.045231	-0.485762	0.295774	1.347564	0.659295	1.076744	-1.570542	-1.334799	-0.470202	-1.028545	0.210721	2.370967	-2.349223	-1.883752	1.663490	-0.258769	0.469798	-0.685931	0.723498	1.503650	-1.475050	1.588079	-1.623018	0.080824	-0.503347	0.681883	-0.709863	-0.369986	0.350882	
8	0.159064	-3.991309	-0.855724	-2.120963	3.641970	3.809262	0.679570	1.889009	-1.017589	1.123656	0.283244	0.866779	-1.561909	-1.702588	-0.337645	-1.102305	0.583096	1.843727	-0.135783	0.769222	-1.318999	-1.167172	-0.070402	-1.027417	0.370147	2.404620	0.711611	1.264663	-1.589131	-2.424960	-0.179093	-0.365344	0.221653	0.681003	0.012378	0.580501	-1.162626	-0.865436	0.087600	-0.516503	0.275381	0.742893	0.131557	0.294885	-0.577140	-0.256948	-0.404849	-0.172054	0.024905	3.001667	0.607946	1.301174	-3.012669	-3.005927	-0.785083	-1.420556	0.723499	1.337257	0.507738	0.776934	-0.956994	-0.986080	-0.271433	-0.161581	0.748790	1.811314	0.374814	0.233512	-1.273298	-1.451221	0.029566	-0.518758	0.305624	1.490546	0.695165	1.146141	-1.684702	-1.452616	-0.498839	-1.089688	0.245505	2.437285	-2.412366	-1.892339	1.673879	-0.271273	0.476794	-0.692677	0.722689	1.502846	-1.472462	1.582719	-1.615993	0.089070	-0.505497	0.677945	-0.701339	-0.368718	0.345393	
9	0.158392	-4.196121	-0.903905	-2.214604	3.802476	3.988937	0.719114	1.974565	-1.065761	1.093885	0.299367	0.878496	-1.544462	-1.684536	-0.349451	-1.113791	0.588829	1.886349	-0.117618	0.788160	-1.329092	-1.198530	-0.082971	-1.042808	0.382610	2.527952	0.739048	1.312951	-1.686822	-2.535946	-0.199640	-0.412273	0.247001	0.590475	-0.012040	0.524137	-1.152865	-0.841497	0.111580	-0.474332	0.258796	0.796068	0.136888	0.298509	-0.623711	-0.335591	-0.403943	-0.180328	0.034278	3.099502	0.634230	1.366721	-3.132597	-3.095030	-0.809175	-1.474729	0.746941	1.378803	0.517757	0.799105	-0.992631	-1.016713	-0.281454	-0.181813	0.756836	1.896072	0.380959	0.274453	-1.329508	-1.493463	0.017233	-0.545067	0.312145	1.627577	0.729804	1.211834	-1.793942	-1.566103	-0.526073	-1.146791	0.278459	2.500608	-2.472924	-1.901407	1.685144	-0.281897	0.482556	-0.701356	0.724663	1.502609	-1.471073	1.578610	-1.610639	0.094796	-0.505794	0.671667	-0.690763	-0.367630	0.340381	
10	0.157660	-4.395717	-0.952268	-2.306326	3.956300	4.162820	0.758553	2.056459	-1.113239	1.078469	0.315991	0.890644	-1.538341	-1.676012	-0.361282	-1.127198	0.595137	1.932560	-0.101354	0.804283	-1.338971	-1.228771	-0.093837	-1.056490	0.393607	2.658802	0.768132	1.364757	-1.789143	-2.652263	-0.221241	-0.461430	0.273395	0.483884	-0.038737	0.466165	-1.140839	-0.809492	0.136883	-0.430454	0.239920	0.838459	0.140184	0.300974	-0.662869	-0.404224	-0.401699	-0.186312	0.041803	3.176436	0.655217	1.421537	-3.238126	-3.172118	-0.828414	-1.518489	0.765241	1.435701	0.530348	0.826204	-1.038877	-1.059157	-0.293081	-0.205881	0.766948	1.968979	0.385286	0.311429	-1.370938	-1.527084	0.007171	-0.567000	0.316782	1.757121	0.762773	1.273630	-1.897670	-1.674471	-0.551575	-1.199638	0.309465	2.561404	-2.530943	-1.909971	1.696200	-0.290766	0.487031	-0.708849	0.725962	1.501458	-1.469245	1.574840	-1.605898	0.098184	-0.504241	0.662757	-0.677658	-0.366167	0.335152	
