1	0.900916	-0.238686	-0.347226	0.165056	0.206616	-0.126537	0.297735	0.311814	-0.615117	0.502267	-0.438945	0.180121	-0.108257	-0.265997	0.532838	-0.289042	0.151346	-0.577326	-0.467508	-0.294762	0.539788	0.122918	-0.418405	-0.045311	0.093393	-0.205822	0.226642	-0.171430	0.335573	-0.063945	0.503587	-0.489896	0.277764	-0.229573	0.241925	-0.100297	-0.263443	0.298802	-0.295430	-0.447987	-0.180376	0.090802	-0.139156	-0.667675	0.160362	0.188486	-0.516332	0.310374	-0.035350	0.061769	-0.380366	-0.196974	0.173726	0.379819	0.353317	-0.261266	0.442200	-0.558338	0.624492	-0.451032	0.130576	-0.071543	-0.131498	0.495469	-0.022914	-0.031112	-0.428167	-0.448918	0.280265	0.081210	-0.243204	0.331837	-0.411320	0.970472	-0.819521	-0.418209	0.622364	0.524787	-0.268906	0.253012	-0.255150	-0.212908	0.208987	-0.284517	-0.187059	-0.296587	0.636562	
2	0.316095	-0.191454	-0.352123	0.177899	0.212039	-0.134358	0.293172	0.280154	-0.667937	0.562497	-0.488850	0.136765	-0.069864	-0.255902	0.577839	-0.341374	0.199946	-0.613748	-0.502531	-0.260957	0.545945	0.174795	-0.475994	0.009906	0.049698	-0.242926	0.261858	-0.163558	0.388350	-0.117071	0.546079	-0.521582	0.242850	-0.196770	0.245766	-0.043117	-0.290581	0.318200	-0.308182	-0.463500	-0.160541	0.093951	-0.103912	-0.761175	0.256978	0.109363	-0.575233	0.362737	-0.023402	0.148680	-0.445013	-0.118245	0.111310	0.330236	0.395929	-0.250669	0.503206	-0.574992	0.635974	-0.465776	0.111458	-0.051944	-0.126195	0.517603	-0.057557	-0.003334	-0.440659	-0.462029	0.298367	0.083051	-0.205926	0.372747	-0.421345	1.163290	-1.003700	-0.539637	0.739481	0.628296	-0.374880	0.330361	-0.336619	-0.270155	0.259736	-0.268806	-0.185608	-0.414855	0.745396	
3	0.249521	-0.173222	-0.350905	0.182506	0.212766	-0.138656	0.291803	0.264013	-0.702855	0.599345	-0.520397	0.109479	-0.046226	-0.250921	0.603294	-0.364986	0.218435	-0.628383	-0.518468	-0.245928	0.547942	0.197304	-0.504888	0.035280	0.028701	-0.261167	0.278663	-0.160473	0.413116	-0.143250	0.563299	-0.533771	0.226175	-0.181236	0.246304	-0.015444	-0.293555	0.317364	-0.306386	-0.465231	-0.155265	0.094432	-0.094708	-0.817895	0.314253	0.061211	-0.610888	0.393242	-0.017729	0.198859	-0.477048	-0.074701	0.075718	0.302024	0.419177	-0.245759	0.534024	-0.569481	0.628052	-0.463982	0.107747	-0.046872	-0.124679	0.518901	-0.078292	0.011433	-0.447417	-0.469203	0.308227	0.083653	-0.186471	0.387254	-0.425858	1.259599	-1.093785	-0.596674	0.794756	0.673528	-0.422059	0.370285	-0.378480	-0.310845	0.296001	-0.258235	-0.187065	-0.478472	0.801849	
4	0.227416	-0.163316	-0.349136	0.185607	0.212759	-0.142294	0.291145	0.253083	-0.730863	0.627069	-0.544180	0.088815	-0.028214	-0.247780	0.622112	-0.379351	0.226950	-0.635266	-0.527488	-0.237578	0.548749	0.210302	-0.523364	0.049710	0.016596	-0.272052	0.288611	-0.158899	0.428131	-0.160956	0.572910	-0.539444	0.216027	-0.171764	0.245985	0.002576	-0.287978	0.309874	-0.299487	-0.462007	-0.155280	0.094269	-0.094408	-0.859991	0.355596	0.026482	-0.636456	0.415046	-0.014352	0.234752	-0.496803	-0.045256	0.051543	0.282875	0.434866	-0.242845	0.553690	-0.558301	0.615122	-0.457314	0.109118	-0.046688	-0.124128	0.514088	-0.094046	0.022493	-0.452584	-0.474539	0.315661	0.083884	-0.172461	0.396703	-0.430371	1.321419	-1.150986	-0.631678	0.828969	0.699754	-0.450136	0.395912	-0.405399	-0.341930	0.323660	-0.249430	-0.189407	-0.520298	0.838084	
5	0.216288	-0.156726	-0.347731	0.188452	0.212752	-0.145811	0.290753	0.244489	-0.754663	0.649725	-0.563543	0.071827	-0.013259	-0.245575	0.637437	-0.389430	0.230842	-0.638472	-0.533157	-0.232549	0.549078	0.218874	-0.536324	0.058524	0.009116	-0.279099	0.294972	-0.157997	0.438203	-0.175089	0.579451	-0.542302	0.208934	-0.165234	0.245365	0.016226	-0.277823	0.299069	-0.290025	-0.456285	-0.158073	0.093910	-0.098624	-0.894020	0.388319	-0.000855	-0.656418	0.432129	-0.012134	0.262967	-0.510136	-0.023364	0.033562	0.268674	0.446506	-0.240908	0.567585	-0.545324	0.600556	-0.448803	0.112695	-0.048756	-0.123906	0.506831	-0.107100	0.031783	-0.457049	-0.479000	0.321958	0.083946	-0.161098	0.404697	-0.435392	1.365996	-1.191913	-0.656221	0.853184	0.717200	-0.469327	0.414147	-0.424617	-0.367221	0.346107	-0.241670	-0.192017	-0.550824	0.864006	
6	0.209400	-0.151645	-0.346862	0.191377	0.212925	-0.149356	0.290495	0.237111	-0.775401	0.669031	-0.579964	0.057238	-0.000282	-0.243937	0.650487	-0.397112	0.232168	-0.639621	-0.536915	-0.229477	0.549178	0.224974	-0.545781	0.063900	0.004461	-0.283797	0.299115	-0.157448	0.445258	-0.187520	0.584614	-0.543792	0.203500	-0.160392	0.244628	0.027552	-0.264687	0.286264	-0.279021	-0.449074	-0.162589	0.093505	-0.105606	-0.922843	0.415590	-0.023497	-0.672793	0.446222	-0.010602	0.286335	-0.519569	-0.006151	0.019425	0.257569	0.455630	-0.239532	0.577983	-0.531858	0.585508	-0.439558	0.117359	-0.052011	-0.123802	0.498479	-0.118401	0.040000	-0.461115	-0.482943	0.327591	0.083913	-0.151335	0.412208	-0.440886	1.400349	-1.223258	-0.674884	0.871769	0.729817	-0.483581	0.427898	-0.439176	-0.388688	0.365109	-0.234643	-0.194681	-0.574543	0.883791	
7	0.204566	-0.147295	-0.346510	0.194466	0.213311	-0.152967	0.290320	0.230443	-0.793736	0.685896	-0.594243	0.044366	0.011277	-0.242675	0.661876	-0.403285	0.231897	-0.639487	-0.539465	-0.227685	0.549162	0.229524	-0.552775	0.066936	0.001714	-0.286912	0.301742	-0.157100	0.450262	-0.199079	0.589144	-0.544574	0.199067	-0.156634	0.243851	0.037499	-0.249418	0.272155	-0.267010	-0.440901	-0.168259	0.093118	-0.114450	-0.947979	0.439060	-0.042870	-0.686663	0.458232	-0.009518	0.306329	-0.526426	0.007905	0.007876	0.248563	0.463050	-0.238513	0.586064	-0.518441	0.570468	-0.430077	0.122574	-0.055922	-0.123732	0.489646	-0.128451	0.047474	-0.464915	-0.486537	0.332781	0.083819	-0.142664	0.419537	-0.446725	1.428002	-1.248367	-0.689891	0.886845	0.739491	-0.494790	0.438655	-0.450638	-0.407455	0.381680	-0.228168	-0.197318	-0.593777	0.899580	
8	0.200878	-0.143328	-0.346587	0.197716	0.213885	-0.156637	0.290206	0.224240	-0.810125	0.700879	-0.606873	0.032801	0.021756	-0.241682	0.671973	-0.408429	0.230546	-0.638491	-0.541198	-0.226793	0.549082	0.233030	-0.557938	0.068277	0.000338	-0.288896	0.303269	-0.156874	0.453783	-0.210149	0.593387	-0.544973	0.195297	-0.153643	0.243067	0.046544	-0.232588	0.257206	-0.254342	-0.432104	-0.174718	0.092775	-0.124585	-0.970332	0.459694	-0.059810	-0.698667	0.468688	-0.008745	0.323813	-0.531483	0.019712	-0.001833	0.241059	0.469255	-0.237735	0.592520	-0.505341	0.555685	-0.420623	0.128042	-0.060182	-0.123658	0.480665	-0.137551	0.054388	-0.468516	-0.489873	0.337650	0.083681	-0.134801	0.426751	-0.452766	1.450983	-1.269158	-0.702472	0.899584	0.747251	-0.503994	0.447289	-0.459916	-0.424215	0.396443	-0.222126	-0.199898	-0.609883	0.912615	
9	0.197897	-0.139609	-0.346976	0.201079	0.214602	-0.160339	0.290139	0.218397	-0.824911	0.714355	-0.618184	0.022267	0.031376	-0.240887	0.681030	-0.412833	0.228426	-0.636882	-0.542349	-0.226568	0.548970	0.235795	-0.561706	0.068345	-0.000019	-0.290043	0.303968	-0.156722	0.456197	-0.220892	0.597502	-0.545149	0.192012	-0.151244	0.242291	0.054935	-0.214667	0.241786	-0.241292	-0.422933	-0.181698	0.092490	-0.135588	-0.990473	0.478094	-0.074843	-0.709210	0.477925	-0.008200	0.339332	-0.535233	0.029848	-0.010180	0.234672	0.474558	-0.237129	0.597788	-0.492733	0.541319	-0.411363	0.133571	-0.064589	-0.123567	0.471750	-0.145889	0.060849	-0.471951	-0.493002	0.342268	0.083510	-0.127573	0.433824	-0.458862	1.470567	-1.286836	-0.713369	0.910696	0.753714	-0.511818	0.454351	-0.467592	-0.439416	0.409799	-0.216436	-0.202409	-0.623725	0.923684	
10	0.195396	-0.136125	-0.347543	0.204489	0.215402	-0.164033	0.290111	0.212883	-0.838369	0.726595	-0.628413	0.012573	0.040289	-0.240245	0.689230	-0.416693	0.225737	-0.634824	-0.543078	-0.226852	0.548842	0.238020	-0.564413	0.067448	0.000393	-0.290563	0.304032	-0.156616	0.457775	-0.231348	0.601546	-0.545175	0.189115	-0.149341	0.241533	0.062794	-0.196096	0.226226	-0.228098	-0.413597	-0.188980	0.092267	-0.147103	-1.008777	0.494658	-0.088317	-0.718563	0.486164	-0.007825	0.353243	-0.537998	0.038706	-0.017487	0.229139	0.479176	-0.236650	0.602161	-0.480769	0.527498	-0.402420	0.139022	-0.068997	-0.123451	0.463064	-0.153585	0.066920	-0.475233	-0.495955	0.346679	0.083311	-0.120873	0.440689	-0.464873	1.487614	-1.302212	-0.723057	0.920633	0.759273	-0.518664	0.460218	-0.474060	-0.453353	0.422008	-0.211039	-0.204847	-0.635883	0.933313	
11	0.193250	-0.132929	-0.348157	0.207869	0.216226	-0.167680	0.290117	0.207710	-0.850719	0.737799	-0.637734	0.003577	0.048606	-0.239724	0.696711	-0.420154	0.222621	-0.632433	-0.543493	-0.227534	0.548708	0.239849	-0.566333	0.065823	0.001382	-0.290614	0.303605	-0.156538	0.458730	-0.241492	0.605524	-0.545076	0.186560	-0.147879	0.240798	0.070179	-0.177304	0.210826	-0.214977	-0.404280	-0.196380	0.092104	-0.158816	-1.025493	0.509656	-0.100471	-0.726912	0.493556	-0.007581	0.365791	-0.539999	0.046560	-0.023981	0.224276	0.483260	-0.236269	0.605842	-0.469598	0.514333	-0.393897	0.144287	-0.073293	-0.123311	0.454745	-0.160713	0.072637	-0.478367	-0.498748	0.350909	0.083091	-0.114631	0.447262	-0.470674	1.502724	-1.315847	-0.731849	0.929692	0.764188	-0.524800	0.465158	-0.479598	-0.466225	0.433245	-0.205895	-0.207207	-0.646764	0.941867	
